station_code,measurement_datetime,stage_cm,discharge_m3s
74100000,1985-03-23 07:00:00,154.0,551.0
74100000,1985-06-11 07:00:00,166.0,697.0
74100000,1985-07-10 07:00:00,311.0,2261.0
74100000,1985-09-13 07:00:00,204.0,1106.0
74100000,1985-09-23 07:00:00,308.0,2242.0
74100000,1985-12-27 07:00:00,118.0,298.0
74100000,1986-02-25 07:00:00,129.0,345.0
74100000,1986-05-17 07:00:00,160.0,613.0
74100000,1986-08-26 07:00:00,298.0,1910.0
74100000,1986-11-19 07:00:00,198.0,1014.0
74100000,1987-02-13 07:00:00,200.0,1110.0
74100000,1987-04-23 07:00:00,174.0,628.0
74100000,1987-08-21 07:00:00,311.0,2346.0
74100000,1987-09-05 07:00:00,317.0,2250.0
74100000,1988-01-09 07:00:00,0.0,371.0
74100000,1988-01-09 07:00:00,134.0,371.0
74100000,1988-04-27 07:00:00,525.0,6331.0
74100000,1988-07-21 07:00:00,167.0,673.0
74100000,1989-01-17 07:00:00,240.0,1536.0
74100000,1989-08-23 07:00:00,174.0,811.0
74100000,1993-06-15 07:00:00,210.0,1090.0
74100000,1993-09-27 07:00:00,397.0,3194.0
74100000,1993-09-27 07:00:00,397.0,3003.0
74100000,1994-05-09 07:00:00,187.0,910.0
74100000,1994-08-08 07:00:00,218.0,1301.0
74100000,1994-11-18 07:00:00,292.0,2092.0
74100000,1995-02-23 07:00:00,208.0,1060.0
74100000,1995-07-10 07:00:00,268.0,1770.0
74100000,1995-10-16 07:00:00,364.0,3221.0
74100000,1996-06-20 07:00:00,358.0,2944.0
74100000,1996-08-21 07:00:00,295.0,2106.0
74100000,1997-04-18 07:00:00,128.0,424.0
74100000,1997-07-16 07:00:00,178.0,911.0
74100000,1997-10-17 07:00:00,905.0,12898.0
74100000,1998-02-07 07:00:00,553.0,6050.0
74100000,1998-04-16 07:00:00,295.0,2412.0
74100000,1998-07-22 07:00:00,302.0,2319.0
74100000,1998-10-21 07:00:00,337.0,2608.0
74100000,1999-01-20 07:00:00,148.0,461.0
74100000,1999-04-22 07:00:00,245.0,1425.0
74100000,1999-07-21 07:00:00,227.0,1193.0
74100000,1999-10-20 07:00:00,399.0,3673.0
74100000,2000-01-12 07:00:00,126.0,369.0
74100000,2000-05-17 07:00:00,217.0,1104.0
74100000,2000-07-19 07:00:00,279.0,1876.0
74100000,2000-10-18 07:00:00,594.0,8929.0
74100000,2001-02-01 07:00:00,441.0,4706.0
74100000,2001-07-17 07:00:00,268.0,1772.0
74100000,2001-10-15 08:00:00,234.0,1205.0
74100000,2002-04-04 09:15:00,139.0,412.0
74100000,2002-05-22 09:30:00,326.0,2435.0
74100000,2002-09-18 07:45:00,568.0,6593.0
74100000,2003-03-25 09:30:00,204.0,1104.0
74100000,2003-07-30 09:00:00,248.0,1557.0
74100000,2003-12-02 09:30:00,267.5,1762.0
74100000,2004-09-01 09:30:00,155.0,541.0
74100000,2004-11-25 09:20:00,201.0,927.1
74100000,2005-07-11 11:00:00,172.0,584.0
74100000,2005-11-01 08:50:00,380.0,3853.0
74100000,2006-08-16 14:20:00,252.0,1639.0
74100000,2007-03-14 09:30:00,257.0,1759.0
74100000,2007-08-08 09:35:00,291.0,2227.0
74100000,2007-11-21 08:20:00,294.0,2303.0
74100000,2008-06-11 08:00:00,292.5,2208.0
74100000,2008-09-24 09:10:00,229.0,1431.0
74100000,2009-06-17 08:30:00,155.0,524.0
74100000,2009-09-19 08:30:00,500.5,6074.0
74100000,2010-04-20 15:30:00,221.0,1268.0
74100000,2010-08-04 08:00:00,388.0,3727.0
74100000,2010-11-05 07:30:00,240.5,1545.0
74100000,2011-02-09 08:00:00,311.0,2459.0
74100000,2011-05-27 08:30:00,227.5,1384.0
74100000,2011-08-20 09:20:00,319.0,2680.0
74100000,2011-11-05 07:40:00,310.0,2510.0
74100000,2012-02-10 08:10:00,148.0,515.0
74100000,2012-05-16 07:40:00,147.0,516.0
74100000,2012-08-10 09:42:00,252.0,1680.169
74100000,2012-11-13 07:34:00,174.0,732.467
74100000,2013-03-21 09:18:00,330.0,2370.07
74100000,2013-07-03 09:31:00,259.0,1716.157
74100000,2013-10-30 09:20:00,316.0,2361.533
74100000,2014-03-14 10:02:00,152.0,526.008
74100000,2014-07-22 14:00:00,302.0,2105.719
74100000,2014-10-24 09:01:00,300.0,2146.328
74100000,2015-03-11 09:31:00,250.0,1612.533
74100000,2015-03-11 09:31:00,250.0,1610.0
74100000,2015-07-10 09:41:00,451.0,3804.877
74100000,2015-07-10 09:41:00,451.0,3800.0
74100000,2015-10-23 09:49:00,1028.0,10374.521
74100000,2015-10-23 09:49:00,928.0,11500.0
74100000,2016-03-23 09:48:00,447.0,3650.0
74100000,2016-03-23 09:48:00,447.0,3646.0
74100000,2016-07-13 09:49:00,155.0,557.877
74100000,2016-07-13 09:49:00,155.0,558.0
74100000,2016-10-21 09:47:00,366.0,2933.741
74100000,2016-10-21 09:47:00,366.0,2930.0
74100000,2017-02-07 09:41:00,169.0,660.301
74100000,2017-02-07 09:41:00,169.0,660.0
74100000,2017-03-09 09:42:00,166.0,621.172
74100000,2017-03-09 09:42:00,166.0,621.0
74100000,2017-07-10 09:57:00,165.0,672.904
74100000,2017-07-10 09:57:00,165.0,673.0
74100000,2017-08-10 09:42:00,161.0,606.0
74100000,2017-10-18 10:25:00,291.0,2070.0
74100000,2017-12-01 08:46:00,166.0,633.0
74100000,2018-02-23 10:53:00,268.0,1780.0
74100000,2018-02-23 10:53:00,254.0,1630.0
74100000,2018-02-23 10:53:00,254.0,1633.48
74100000,2018-02-23 10:53:00,268.0,1778.89
74100000,2018-04-10 10:35:00,160.0,573.0
74100000,2018-06-20 09:45:00,151.0,502.374
74100000,2018-06-20 09:45:00,151.0,502.0
74100000,2018-08-30 09:51:00,158.0,636.0
74100000,2018-11-02 09:46:00,389.0,3306.133
74100000,2018-11-02 09:46:00,389.0,3310.0
74100000,2018-12-13 07:55:00,161.0,580.567
74100000,2018-12-13 07:55:00,161.0,581.0
74100000,2019-02-17 09:25:00,250.0,1512.29
74100000,2019-02-17 09:25:00,250.0,1510.0
74100000,2019-04-15 10:04:00,160.0,583.371
74100000,2019-04-15 10:04:00,160.0,583.0
74100000,2019-06-01 10:47:00,602.0,6613.962
74100000,2019-06-01 10:47:00,602.0,6610.0
74100000,2019-06-01 14:06:00,605.0,6950.0
74100000,2019-06-01 14:06:00,605.0,6947.34
74100000,2019-06-01 16:37:00,617.0,7039.424
74100000,2019-06-01 16:37:00,617.0,7040.0
74100000,2019-06-02 08:58:00,564.0,6010.0
74100000,2019-06-02 08:58:00,564.0,6013.122
74100000,2019-06-02 11:23:00,587.0,6552.289
74100000,2019-06-02 11:23:00,587.0,6550.0
74100000,2019-06-03 09:25:00,418.0,3716.361
74100000,2019-06-03 09:25:00,418.0,3720.0
74100000,2019-07-30 09:20:00,245.0,1460.0
74100000,2019-07-30 09:20:00,245.0,1457.91
74100000,2019-08-29 09:21:00,152.0,497.414
74100000,2019-08-29 09:21:00,152.0,497.0
74100000,2019-10-23 09:25:00,148.0,474.0
74100000,2019-10-23 09:25:00,148.0,473.93
74100000,2020-03-16 08:56:00,103.0,194.836
74100000,2020-03-16 08:56:00,103.0,195.0
74100000,2021-01-22 13:36:00,267.0,1709.903
74100000,2021-01-22 13:36:00,267.0,1710.0
74100000,2022-03-21 15:40:00,104.0,207.565
74100000,2022-03-21 15:40:00,104.0,208.0
74100000,2022-05-03 09:41:00,346.0,2720.0
74100000,2022-05-03 09:41:00,346.0,2724.172
74100000,2022-06-18 14:19:00,499.0,4872.116
74100000,2022-06-18 14:19:00,499.0,4870.0
74100000,2022-08-23 09:51:00,301.0,2130.0
74100000,2022-08-23 09:51:00,301.0,2130.02
74100000,2022-11-02 14:16:00,263.0,1692.008
74100000,2022-11-02 14:16:00,263.0,1690.0
74100000,2022-12-06 08:54:00,151.0,480.997
74100000,2022-12-06 08:54:00,151.0,481.0
74100000,2023-02-01 16:28:00,149.0,522.0
74100000,2023-05-30 14:13:00,159.0,590.0
74100000,2023-07-19 09:29:00,357.0,2920.0
74100000,2023-07-19 09:29:00,357.0,2915.411
74100000,2023-11-04 12:02:00,1064.0,16300.0
74100000,2023-11-04 15:04:00,1029.0,15800.0
74100000,2023-11-06 14:17:00,485.0,4770.0
74100000,2024-04-30 09:39:00,462.0,4410.0
74100000,2024-08-20 14:17:00,272.0,1800.0
74100000,2025-02-24 10:22:00,169.0,641.0
74100000,2025-09-05 14:15:00,284.0,1930.0
74100000,2025-11-24 16:34:00,195.0,925.0
74100000,2026-03-18 15:23:00,175.0,675.0
